Gene,P01_A02,P01_A03,P01_A04,P01_A05,P01_A06,P01_A07,P01_A08,P01_A09,P01_A10,P01_A11,P01_A12,P01_B02,P01_B03,P01_B04,P01_B05,P01_B06,P01_B07,P01_B08,P01_B09,P01_B10
Mtmr7,1.094156874,5.112978225,4.692312169,1.150793937,3.859388712,2.609728311,1.862569945,5.477394653,5.106127936,1.747060766,0,6.006139469,4.975603831,6.039213192,1.44352744,0,0,0.979108707,0.970931246,0.813362304
Mtr,68.93188303,79.25116249,94.78470582,90.91272099,94.55502344,80.03166819,69.84637294,66.64163494,74.03885507,74.25008257,79.83671223,103.1053942,90.80476992,99.64701767,102.4904482,88.75804604,55.64036888,69.51671818,83.50008712,58.56208592
Mvd,13.12988248,10.22595645,13.13847407,3.45238181,5.789083068,7.829184932,7.45027978,21.90957861,19.57349042,14.85001651,5.859575209,11.01125569,7.463405747,9.058819788,10.10469208,10.14377669,16.89082627,25.45682638,16.50583118,6.506898436
Mvk,73.30851053,90.7553635,94.78470582,101.2698664,103.238648,97.42985693,103.3726319,100.418902,96.16540946,122.2942536,90.82341574,83.08492932,83.34136417,115.7515862,54.85404271,136.0956706,110.2871598,140.0125451,164.0873805,208.2207499
Myo5b,55.80200055,65.19047237,63.8154455,81.70636949,88.76594037,75.68212101,78.22793769,76.68352514,82.54906829,70.75596104,78.37181842,71.07265038,74.63405747,73.47709384,67.84578966,155.5379092,63.58899301,90.07800102,76.7035684,117.1241718
Nadk,13.12988248,11.50420101,10.32308677,11.50793937,14.47270767,14.78846043,10.2441347,12.78058752,12.76531984,13.10295575,9.521809715,9.009209203,7.463405747,6.039213192,14.4352744,0.845314724,7.948624126,12.72841319,14.56396868,10.57370996
Nadsyn1,112.698158,141.8851458,101.3539429,96.66669067,99.37925933,113.9581362,112.6854817,97.68020464,102.97358,89.97362947,104.00746,111.1135802,92.04867087,97.63394661,101.0469208,3.381258897,61.60183698,49.93454404,54.37214975,53.68191209
Naga,31.73054933,29.3996248,37.53849736,27.61905448,24.12117945,37.40610579,26.07597923,31.95146881,45.1041301,44.55004954,43.94681407,31.03172059,22.39021724,14.09149745,20.20938416,34.65790369,27.82018444,33.28969603,30.09886861,22.77414452
Nagk,10.94156874,12.78244556,15.95386138,27.61905448,17.3672492,11.30882268,13.96927459,9.128991088,11.06327719,12.22942536,16.11383183,13.01330218,22.39021724,14.09149745,21.6529116,6.762517793,14.90367024,9.791087067,18.44769367,8.133623044
Naglu,25.16560809,30.67786935,37.53849736,31.07143629,51.13690043,21.74773592,25.14469426,33.77726703,34.0408529,37.56180648,38.81968576,44.04502277,23.6341182,23.15031724,23.09643903,21.97818283,18.8779823,20.56128284,31.06979986,61.00217283
Nags,1728.76786,1637.431277,1872.232556,1791.786159,1801.369681,1644.998745,1382.026899,1908.872037,1805.867247,1869.35502,1809.876293,1685.723144,1539.949386,1503.764085,1453.632132,442.0996007,982.6486576,1227.802318,1387.46075,448.1626298
Nampt,858.9131457,810.4070487,898.1085492,1004.643107,929.1478324,882.9580784,920.1095528,740.3611773,643.3721199,690.9625331,820.3405293,1213.240173,1180.462009,1317.555011,974.3810218,516.4872965,617.0119478,665.7939206,667.0297657,169.1793593
Nanp,119.2630992,71.58169516,80.70776931,92.06351492,76.22292706,83.51130594,100.578777,58.42554296,63.8265992,65.51477874,57.13085829,85.08697581,128.1217987,97.63394661,82.28106406,126.7972086,70.54403912,88.11978361,74.76170591,88.65649118
Nans,24.07145122,24.28664657,35.66157249,18.41270298,13.50786049,22.61764536,28.86983415,29.21277148,20.42451174,21.83825958,26.36808844,18.01841841,18.65851437,30.19606596,24.53996647,43.11105093,35.76880857,29.3732612,30.09886861,34.16121679
Naprt,169.5943154,158.502325,243.0617704,188.7302056,252.7899606,254.0135556,257.9659374,262.9149433,229.7757571,213.1414135,186.7739598,199.2036257,201.5119552,153.9999364,184.7715123,327.1367983,250.38166,292.7535033,286.4247175,239.9418798
Ndst1,143.3345504,126.5462111,185.8155619,173.7698844,171.7427977,173.9818874,150.8681655,207.2280977,262.1145674,283.0238442,245.3697119,207.2118117,169.1705303,128.8365481,150.1268537,386.3088289,173.8761528,142.9498712,182.5350742,288.7436181
Ndst2,17.50650998,19.17366835,19.70771111,23.01587873,26.0508738,22.61764536,17.69441448,22.82247772,25.53063968,18.34413805,34.42500435,27.02762761,11.19510862,26.16992383,20.20938416,29.58601535,13.91009222,30.35236991,23.30234989,26.02759374
Ndst4,0,6.391222782,0,0,0,0,0.931284973,0,0,0,0,0,2.487801916,0,2.887054879,0,1.987156032,0,0,0
Ndufa1,388.4256901,393.6993234,325.6464646,266.9841933,268.2275155,350.5735031,359.4759994,412.6303972,434.0208745,327.5738937,342.7851497,298.304927,380.6336931,324.1044413,333.4548386,232.4615491,388.4890042,329.9596342,315.5526548,122.0043457
Ndufa10,1667.495075,1807.437803,1722.078566,1634.12739,1505.161598,1635.429741,1556.177189,1575.663862,1561.624127,1494.610486,1576.225731,1439.471426,1552.388395,1669.842448,1665.830665,1513.958671,1627.48079,1760.437455,1691.36223,1198.082674
Ndufa11,219.9255316,184.0672161,190.5078741,158.8095632,169.8131033,182.6809817,208.6078338,253.7859523,246.7961836,209.647292,211.6771544,173.1770214,221.4143705,173.1241115,245.3996647,251.9037878,282.1761565,231.0696548,256.3258488,174.8728955
Ndufa12,1978.235627,1830.446205,1529.693767,1535.159111,1515.774917,1582.365266,1772.235303,1410.429123,1445.034206,1320.777939,1325.728891,1518.552262,1855.900229,1956.705074,1807.296354,3180.919307,2077.571631,1618.466692,1573.879549,1244.444326
Ndufa13,646.6467123,665.9654139,459.8465926,437.3016959,540.3144197,572.4004095,670.5251802,596.1231181,490.1882818,508.394683,476.0904858,462.4727391,522.4384023,558.6272203,558.6451192,825.0271708,796.8495687,515.0111797,476.7272416,759.6803924
Ndufa2,79.87345177,65.19047237,40.35388466,29.92064235,40.52358147,56.5441134,102.441347,93.1157091,65.52864184,63.76771797,41.74947337,33.03376708,52.24384023,35.22874362,47.63640551,87.06741659,93.39633349,75.39137042,59.22680598,57.74872362
Ndufa3,1.094156874,1.278244556,0,1.150793937,0,0.869909437,5.587709835,1.825798218,1.702042645,1.747060766,0.732446901,1.001023245,3.731702873,1.006535532,2.887054879,1.690629448,0.993578016,0.979108707,0.970931246,0
Ndufa4,2971.730069,2529.645977,2026.140395,2360.278364,2099.507459,2165.204588,2645.780607,1866.878678,1994.79398,1945.352163,1910.953965,2032.077187,2408.192254,2611.959706,2332.740343,81.99552824,2256.415674,1632.174214,1569.024893,827.1894636
Ndufa5,0,1.278244556,0.938462434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993578016,2.93732612,0,0
Ndufa6,5548.469506,5042.674775,3923.711436,4173.929608,3876.755961,4409.570936,4380.764511,3671.680216,3680.66722,3362.218445,3535.521192,4022.111398,4999.237949,5443.344157,4466.273898,3478.47009,4723.469887,3558.08104,3565.259534,1717.007825
Ndufa7,914.7151463,951.0139499,941.2778212,706.587477,761.2644234,866.4297991,1096.122413,1134.733592,962.5051159,1059.592355,665.0617863,550.5627847,825.950236,658.2742379,912.3093419,527.4763879,831.6247992,645.2326377,559.2563975,723.0790887
Ndufa8,2679.590183,2769.955954,2388.386894,3054.207108,2645.610962,2249.585804,1996.674981,1956.34279,1802.463161,1958.455119,2258.866243,2963.028805,2855.996599,3260.168588,2615.671721,2227.404298,2241.512004,2132.498763,2181.682509,3418.561766
Ndufa9,5779.336606,5814.734487,4881.881581,4633.096388,4633.196149,4832.346922,4782.148334,4575.450333,4511.264031,3972.816183,4023.330828,4422.520696,4995.506246,5258.141619,4971.508502,4140.351519,4470.107493,3697.114477,3813.817933,3855.337323
Ndufab1,2199.255316,1963.383639,2141.571274,2276.270406,2048.370559,1861.606195,1694.007365,1647.782891,1546.305743,1696.396004,1490.529444,1981.025001,2190.509587,2205.319351,2150.855885,458.1605805,1531.103722,1582.23967,1658.350568,1613.710812
Ndufb10,2373.226259,2252.266908,2446.571565,2332.659309,2084.069904,2093.002105,2073.971634,2437.440621,2304.565742,2341.934957,2044.991748,2179.227604,2363.41182,2323.084008,2614.228193,1744.729591,2119.301908,2103.125502,2203.042996,1451.851713
Ndufb11,15.31819623,14.06069012,11.26154921,21.86508479,16.40240203,20.00791705,24.21340929,22.82247772,24.67961836,32.32062418,23.43830084,28.02865085,16.17071245,18.11763958,24.53996647,43.95636566,33.78165254,13.70752189,16.50583118,39.04139061
Ndufb2,3382.038896,3738.865327,2724.356446,2666.389551,2697.71271,2671.491881,3098.385104,2731.394134,2558.170096,2413.564449,2755.465242,2567.624623,2823.655174,3319.554185,2777.346794,2262.907517,3304.640481,2164.809351,2282.659358,1769.063012
Ndufb3,74.4026674,86.92062983,71.32314498,94.3651028,58.85567786,93.08030975,100.578777,78.50932336,61.27353523,58.52653567,68.11756181,92.09413852,106.9754824,105.6862309,102.4904482,213.0193105,145.0623903,71.47493559,66.99425595,216.354373
Ndufb4,3062.545089,3524.120242,2736.556457,2505.2784,2778.759873,2688.02016,3498.837642,3031.73794,2556.468053,2352.417322,2318.194442,2302.353463,2801.264957,2937.070682,2658.977544,1520.721189,2457.118433,1763.374781,1733.112273,1422.57067
Ndufb5,596.3154961,541.9756919,551.8159111,432.6985201,387.8685655,534.9943037,589.5033876,583.3425305,565.0781582,613.218329,469.4984636,415.4246466,519.9506003,502.2612305,623.6038539,334.7446308,613.0376357,497.387223,466.0469979,309.0776757
Ndufb6,1642.329467,1319.148382,1728.647803,1186.468549,1237.898929,1441.439937,1417.415728,1491.677144,1232.278875,1372.316232,651.1452951,1097.121476,1532.48598,1156.509326,1746.668202,1569.749443,1321.458761,1330.608732,1226.286163,895.5118972
Ndufb7,2152.20657,1914.810345,2198.817483,1571.984517,1632.521425,1870.305289,1897.958774,2466.653392,2218.612588,2186.446549,1832.582147,1630.666866,1947.9489,1821.829313,2025.268998,2044.816318,2050.745025,2106.062828,2104.978941,993.928736
Ndufb8,29.54223559,17.89542379,15.95386138,26.46826054,37.62903994,21.74773592,25.14469426,9.128991088,19.57349042,15.7235469,14.64893802,26.02660437,24.87801916,16.10456851,18.76585672,49.028254,41.73027666,28.3941525,23.30234989,65.06898436
Ndufb9,1413.650681,1251.401421,927.2008847,1010.397076,1328.594564,1355.318903,1741.502899,1092.740233,950.5908174,1105.015935,846.7086177,1253.281103,1195.38882,1246.090989,972.9374943,2863.926285,2302.120263,1326.692298,1274.832726,3508.031619
Ndufc2,4614.059536,3836.011914,3058.449072,4979.485363,4170.069503,3192.567633,2922.372244,2075.932573,1837.355036,1985.534561,2305.010398,4655.759112,5835.139393,6383.448344,4251.18831,1247.684533,2461.092745,1877.9305,1792.339079,759.6803924
Ndufs1,0,2.556489113,1.876924868,6.904763619,1.929694356,0,1.862569945,1.825798218,0,0,0.732446901,6.006139469,0,7.045748724,2.887054879,0,1.987156032,0,0,0
Ndufs2,1649.988565,1641.26601,1443.355223,2046.111619,1780.143043,1531.040609,1436.972713,1328.268203,1344.61369,1326.019122,1549.857643,1699.73747,1645.680967,1755.397968,1352.585211,598.4828247,1032.327558,1064.291164,1094.239514,1305.446499
Ndufs3,3478.324701,3164.933522,3181.387651,2971.349944,2936.029963,2927.245255,3008.050461,3148.589026,3079.846167,2760.356011,3133.407843,3110.179222,3165.727938,3185.684959,3086.261666,967.8853592,3046.310196,2922.63949,2996.293824,2058.619993
Ndufs4,288.8574146,235.1969984,275.9079556,270.4365751,244.106336,298.3789369,288.6983415,230.9634745,239.988013,255.9444023,233.6505615,223.2281836,182.8534408,206.3397841,225.1902806,2.535944172,142.0816563,96.93176197,78.6454309,43.92156444
Ndufs5,1290.010954,1156.811323,1251.908887,1092.103446,1014.054384,1095.215981,1164.106216,1256.149174,1253.554408,1098.027692,1175.577276,1045.068268,1323.510619,1281.319732,1390.116924,923.9289935,1471.489041,1239.551623,1211.722195,467.6833251
Ndufs6,571.149888,476.7852195,514.2774138,397.0239081,390.7631071,492.3687413,577.396683,645.4196699,561.6740729,531.106473,451.1872911,401.4103212,452.7799486,403.6207483,493.6863844,322.0649099,582.2367173,450.3900051,425.2678856,178.1263447
Ndufs7,5.470784368,10.22595645,11.26154921,6.904763619,7.718777424,11.30882268,17.69441448,10.0418902,15.31838381,15.7235469,8.789362814,12.01227894,6.219504789,10.06535532,2.887054879,15.21566503,12.91651421,17.62395672,13.59303744,17.8939707
Ndufs8,1094.156874,1067.334205,1113.016447,828.5716343,979.3198856,1030.842683,1083.084423,1219.633209,1119.093039,994.0775761,966.0974626,990.0119891,1313.559411,1245.084453,1433.422748,1109.898233,1615.557854,1229.760536,1206.867538,438.4022821
Ndufv1,595.2213392,645.513501,773.2930455,519.0080654,629.08036,627.204704,702.1888693,847.170373,794.002894,889.2539301,773.4639276,618.6323653,578.4139454,540.5095807,574.523921,601.0187689,696.4981891,703.9791601,726.2565717,541.6992948
Ndufv2,146.6170211,152.1111022,141.7078275,104.7222482,91.66048191,133.9660533,176.0128598,208.1409968,174.4593711,193.0502147,156.0111899,97.09925475,133.0974025,136.8888324,142.9092165,81.99552824,167.9146847,117.4930448,121.3664057,37.414666
Ndufv3,2193.784531,1532.615223,1667.647745,1394.762251,1253.336484,1668.4863,1792.723572,1443.293491,1262.915643,1565.366447,657.7373172,1022.044733,1650.656571,1083.032232,2106.106534,778.534861,1028.353246,980.0878154,863.1578774,843.4567097
Neu1,74.4026674,94.59009717,123.8770413,96.66669067,90.69563473,103.519223,91.26592731,108.6349939,134.461369,147.6266348,136.2351236,111.1135802,69.65845363,97.63394661,98.1598659,73.542381,74.51835119,69.51671818,57.28494349,41.48147753
Neu2,0,2.556489113,5.630774603,0,0,0,1.862569945,0,1.702042645,1.747060766,0.732446901,0,1.243900958,2.013071064,0,0.845314724,0.993578016,0.979108707,0,1.626724609
Neu3,8.753254988,12.78244556,9.384624339,6.904763619,2.894541534,9.569003806,11.17541967,11.86768841,6.808170581,10.4823646,7.324469012,0,4.975603831,7.045748724,12.99174696,5.917203069,7.948624126,15.66573931,15.53489993,17.8939707
Nit2,531.7602405,497.2371324,486.1235408,363.6508839,464.0914926,453.2228166,620.2357917,606.1650083,564.2271369,542.462368,460.7091008,369.3775773,454.0238496,401.6076773,493.6863844,390.5354026,500.76332,523.8231581,463.1342042,296.8772411
Nme1,15.31819623,20.4519129,12.20001164,20.71429086,10.61331896,14.78846043,22.35083934,20.9966795,17.87144777,13.10295575,21.97340703,15.01534867,13.68291054,9.058819788,15.87880184,7.607832517,27.82018444,30.35236991,14.56396868,25.21423144
Nme3,136.7696092,121.4332329,94.78470582,85.1587513,106.1331896,73.94230214,93.12849725,139.6735636,108.079708,117.0530713,100.3452255,100.1023245,114.4388881,75.4901649,114.0386677,146.2394473,82.46697531,70.49582689,71.84891218,85.40304197
Nme4,12.03572561,20.4519129,15.95386138,21.86508479,20.26179074,11.30882268,22.35083934,24.64827594,11.06327719,14.85001651,13.18404422,11.01125569,21.14631628,11.07189085,12.99174696,12.67972086,11.92293619,9.791087067,6.796518719,12.20043457
Nme6,102.8507461,90.7553635,112.6154921,101.2698664,88.76594037,85.25112482,159.2497303,147.8896556,105.526644,87.35303832,91.55586264,92.09413852,98.26817566,94.61434001,85.16811894,32.12195952,148.0431244,114.5557187,99.03498705,151.2853886
Nme7,1.094156874,15.33893468,0,5.753969683,2.894541534,0,1.862569945,0.912899109,0,3.494121533,0.732446901,4.004092979,2.487801916,2.013071064,11.54821952,1.690629448,1.987156032,0.979108707,0.970931246,0
Nmnat1,96.28580487,111.2072764,66.63083281,88.61113311,83.94170448,86.12103425,81.02179261,94.94150732,80.84702565,82.9853864,90.09096884,80.08185959,68.41455268,81.52937809,63.51520735,61.70797486,95.38348952,106.722849,67.96518719,127.6978818
Nmnat3,30.63639246,21.73015746,25.33848571,24.16667267,21.22663791,26.09728311,22.35083934,23.73537683,36.59391687,24.45885073,19.04361943,15.01534867,28.60972203,23.15031724,17.32232928,20.28755338,21.85871635,17.62395672,19.41862491,22.77414452
Nmrk1,8.753254988,10.22595645,8.446161905,16.11111511,7.718777424,16.5282793,21.41955437,8.216091979,12.76531984,13.10295575,13.18404422,8.008185959,12.43900958,8.052284256,27.42702135,0.845314724,12.91651421,13.70752189,7.767449965,26.84095605
Nnt,103.944903,100.98132,97.60009312,95.51589673,120.6058972,104.3891324,91.26592731,73.94482781,98.71847342,99.58246368,82.76649983,88.09004554,65.92675076,51.33331213,40.41876831,7.607832517,59.61468095,59.72563111,45.63376854,112.243998
Nol9,20.7889806,15.33893468,40.35388466,41.42858171,22.19148509,33.0565586,21.41955437,36.51596435,33.18983158,49.79123184,48.34149548,32.03274383,54.73164214,24.15685277,33.20113111,38.88447731,31.79449651,49.93454404,54.37214975,17.8939707
Nos1,0,1.278244556,0,1.150793937,0,0,1.862569945,0,0,0.873530383,0,0,0,1.006535532,2.887054879,4.226573621,1.987156032,2.93732612,2.912793737,0
Nos3,13.12988248,14.06069012,5.630774603,10.35714543,7.718777424,10.43891324,12.10670464,6.390293762,13.61634116,6.114712682,8.789362814,10.01023245,8.707306704,6.039213192,10.10469208,7.607832517,9.935780158,5.87465224,17.47676242,6.506898436
Npc1,99.56827549,122.7114774,156.7232265,155.3571814,170.7779505,158.3235175,143.4178858,153.3670503,142.1205609,177.3266678,132.5728891,135.1381381,123.1461948,97.63394661,122.6998324,107.35497,98.36422356,118.4721535,136.9013056,128.5112441
Npc1l1,0,0,0,1.150793937,0,0,0,0,0,0,0.732446901,0,0,0,0,0,0.993578016,0,0.970931246,0
Npr1,20.7889806,17.89542379,37.53849736,39.12699384,26.0508738,33.0565586,26.07597923,31.95146881,32.33881026,43.67651916,35.88989816,41.04195304,28.60972203,18.11763958,40.41876831,41.42042148,29.80734047,28.3941525,33.9825936,33.34785448
Npr2,10.94156874,14.06069012,16.89232381,10.35714543,15.43755485,14.78846043,13.03798962,11.86768841,17.02042645,12.22942536,10.98670352,11.01125569,2.487801916,12.07842638,7.217637198,27.8953859,2.980734047,0.979108707,6.796518719,13.82715918
Nqo1,40.48380432,43.46031492,36.60003492,32.22223022,36.66419276,32.18664916,44.70167868,34.69016614,30.63676761,29.70003303,36.62234506,25.02558112,60.95114693,66.43134511,62.07167991,75.23301045,107.3064257,180.156002,155.3489993,184.6332431
Nsd1,9.847411862,1.278244556,17.83078624,9.206351492,9.64847178,11.30882268,9.312849725,13.69348663,17.87144777,17.47060766,14.64893802,4.004092979,9.951207662,12.07842638,15.87880184,3.381258897,5.961468095,13.70752189,14.56396868,4.066811522
Nsd2,171.7826291,207.0756181,137.0155153,197.9365571,204.5476017,197.4694422,159.2497303,166.1476378,159.9920087,151.1207563,180.1819377,174.1780446,146.780313,144.9411166,157.3444909,32.96727424,124.197252,138.0543277,98.06405581,119.5642588
Nsd3,28.44807871,42.18207036,53.49235873,34.5238181,37.62903994,50.45474734,46.56424863,58.42554296,54.46536465,55.03241414,62.2579866,52.05320873,63.43894885,42.27449235,50.52346039,71.00643683,40.73669865,40.14345698,64.08146221,51.24182518
Nsdhl,4.376627494,1.278244556,2.815387302,3.45238181,4.82423589,4.349547184,6.518994808,2.738697326,5.957149258,7.861773449,0.732446901,5.005116224,4.975603831,7.045748724,10.10469208,5.071888345,9.935780158,5.87465224,3.883724982,35.7879414
Nsf,6.564941241,5.112978225,3.753849736,4.603175746,5.789083068,5.219456621,5.587709835,6.390293762,11.06327719,5.241182299,5.127128308,7.007162714,4.975603831,3.019606596,5.774109759,5.917203069,4.967890079,1.958217413,2.912793737,8.946985349
Nt5c,203.5131785,219.8580637,176.4309376,133.4920966,159.1997844,196.5995327,209.5391188,227.3118781,157.4389447,158.9825297,157.4760837,160.1637192,138.0730063,146.9541877,200.6503141,192.7317571,177.8504648,135.1170015,130.1047869,168.365997
Nt5c2,25.16560809,19.17366835,23.46156085,17.26190905,21.22663791,31.31673973,25.14469426,24.64827594,27.23268232,32.32062418,19.77606633,24.02455788,41.04873161,14.09149745,21.6529116,41.42042148,40.73669865,51.89276146,38.83724982,52.05518748
Nt5dc3,16.4123531,11.50420101,36.60003492,19.56349692,19.29694356,15.65836986,9.312849725,15.51928485,17.87144777,17.47060766,25.63564154,19.01944165,28.60972203,9.058819788,5.774109759,11.83440614,17.88440428,7.832869654,9.709312456,17.08060839
Nt5e,4.376627494,3.834733669,9.384624339,8.055557556,7.718777424,11.30882268,21.41955437,19.17088129,17.87144777,12.22942536,16.11383183,12.01227894,12.43900958,3.019606596,4.330582319,11.83440614,11.92293619,23.49860896,14.56396868,13.82715918
Nt5m,8.753254988,15.33893468,17.83078624,14.96032117,20.26179074,16.5282793,27.93854918,20.08378039,34.0408529,20.9647292,24.17074774,9.009209203,11.19510862,11.07189085,17.32232928,1.690629448,9.935780158,12.72841319,4.854656228,4.066811522
Nudt12,757.1565565,797.6246032,652.2313916,891.8653008,1025.63255,802.9264102,895.8961436,512.1364,508.9107509,495.2917273,526.6293219,826.8452002,935.4135202,937.0845803,808.3753662,229.925605,579.2559832,696.1462905,671.884422,501.0311795
Nudt5,1273.598601,1197.715149,1001.339417,1084.047888,976.4253441,1050.8506,1026.27604,962.1956607,908.0397512,780.9361626,1014.438958,1171.197196,1261.315571,1529.934009,1115.846711,1163.998375,1281.71564,1155.348274,1199.100088,1065.504619
Oat,1704.696409,1498.10262,1764.309376,1655.992475,1876.627761,1495.374322,2052.552079,1583.879954,1242.491131,951.2745873,1320.601763,1235.262684,1074.730428,1037.738134,848.7941345,870.6741659,869.3807638,886.0933796,924.3265458,819.0558406
Ocrl,14.22403936,7.669467338,11.26154921,25.3174666,18.33209638,16.5282793,11.17541967,6.390293762,7.659191904,7.861773449,5.127128308,12.01227894,22.39021724,16.10456851,15.87880184,12.67972086,6.955046111,10.77019577,6.796518719,9.760347653
Ogdh,1062.426324,986.8047975,1320.416644,1559.325784,1661.46684,1353.579084,1402.515169,1066.266159,955.6969453,1007.180532,1389.451771,1654.691424,1488.949446,1542.012435,1081.202052,2763.333833,1141.62114,1256.196471,1402.024719,3664.197182
Ogt,38.29549057,28.12138024,45.98465926,31.07143629,37.62903994,43.49547184,60.53352321,34.69016614,53.61434332,45.42357993,52.73617688,28.02865085,43.53653352,37.24181468,34.64465855,87.06741659,56.6339469,65.60028335,53.40121851,78.08278123
Oplah,63.46109867,54.96451592,41.29234709,67.89684226,48.2423589,73.0723927,67.05251802,72.1190296,48.50821539,74.25008257,65.1877742,76.07776661,68.41455268,66.43134511,73.61989942,125.1065792,76.50550722,114.5557187,104.8605745,240.7552421
Otc,6452.243083,7288.55046,6387.175325,7083.136679,7312.576762,7168.05376,8064.927862,6085.385459,6364.788472,5387.061873,6444.800283,5880.01054,6230.699897,6636.088763,6143.652783,2541.016061,5599.805697,4948.415404,5008.063365,3410.428143
Oxct1,20.7889806,17.89542379,15.01539894,11.50793937,13.50786049,14.78846043,14.90055956,12.78058752,20.42451174,20.09119881,19.04361943,10.01023245,9.951207662,9.058819788,7.217637198,18.59692393,25.83302841,19.58217413,15.53489993,13.01379687
Oxct2b,0,0,0.938462434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993578016,0.979108707,0,0
Oxsm,218.8313747,217.3015746,188.6309492,214.0476722,215.1609207,253.1436461,252.3782276,189.8830146,205.0961388,202.6590489,191.1686412,203.2077187,211.4631628,224.4574236,177.5538751,259.5116203,239.4523018,182.1142195,203.8955616,369.2664862
P4ha1,72.21435365,71.58169516,94.78470582,71.34922406,53.06659479,76.55203045,78.22793769,120.5026824,91.91030284,52.41182299,59.32819899,83.08492932,87.07306704,86.56205575,98.1598659,43.11105093,73.52477317,88.11978361,66.0233247,53.68191209
P4ha2,8.753254988,16.61717923,16.89232381,12.6587333,13.50786049,11.30882268,16.76312951,22.82247772,5.106127936,7.861773449,10.98670352,10.01023245,14.92681149,11.07189085,8.661164638,28.74070062,11.92293619,26.43593508,20.38955616,25.21423144
Pafah1b1,289.9515715,290.1615143,387.5849852,288.8492781,279.8056816,268.802016,365.0637092,367.8983409,386.3636805,330.1944848,381.6048355,367.3755308,294.804527,291.8953043,271.3831587,513.9513523,370.6045999,335.8342864,339.825936,511.6048895
Pafah1b2,438.7569063,360.4649649,388.5234476,415.4366111,395.587343,387.9796089,393.9335434,385.2434239,343.8126143,376.4915952,396.2537735,522.5341338,609.5114693,542.5226518,536.9922076,483.5200222,387.4954262,384.7897217,431.0934731,292.8104296
Pafah1b3,13.12988248,19.17366835,7.507699471,11.50793937,19.29694356,13.04864155,15.83184453,9.128991088,17.02042645,6.114712682,10.98670352,7.007162714,13.68291054,21.13724617,10.10469208,23.66881228,17.88440428,11.74930448,15.53489993,21.96078222
Pafah2,3.282470621,10.22595645,16.89232381,17.26190905,15.43755485,19.13800761,13.96927459,15.51928485,11.91429852,19.21766843,15.38138492,15.01534867,17.41461341,18.11763958,21.6529116,23.66881228,28.81376246,20.56128284,16.50583118,39.04139061
Pah,85.34423614,88.19887439,84.46161905,71.34922406,75.25807988,96.55994749,142.4866008,106.8091957,112.3348146,98.7089333,90.82341574,91.09311528,73.39015651,70.45748724,54.85404271,402.3698087,132.1458761,126.3050232,146.6106181,140.7116787
Paics,1444.287073,1491.711397,1390.801327,1513.294027,1430.868365,1341.400352,1438.835283,1163.946364,1191.429852,1194.989564,1332.320913,1379.410031,1309.827709,1542.012435,1219.780687,115.8081172,964.7642533,891.9680318,875.7799836,797.0950584
Pank1,1381.920131,1576.075538,1465.878322,1438.492421,1387.450242,1504.943326,1253.509573,1561.970375,1431.417865,1591.572358,1387.986878,1364.394683,1420.534894,1582.273856,1720.684708,1365.18328,1665.236754,1867.160304,1959.339254,870.2976658
Pank2,71.12019678,69.02520604,91.03085609,79.40478162,87.80109319,87.86085313,73.57151283,72.1190296,101.2715374,91.72069023,82.76649983,66.06753416,87.07306704,62.40520299,96.71633846,59.17203069,83.46055333,86.16156619,75.73263716,34.16121679
Pank3,1.094156874,1.278244556,0.938462434,10.35714543,4.82423589,0.869909437,0,0.912899109,0,1.747060766,2.929787605,6.006139469,4.975603831,2.013071064,4.330582319,0,0,0.979108707,1.941862491,0
Pank4,9.847411862,3.834733669,4.692312169,4.603175746,11.57816614,5.219456621,7.45027978,12.78058752,5.957149258,12.22942536,8.056915913,1.001023245,2.487801916,8.052284256,11.54821952,3.381258897,4.967890079,9.791087067,7.767449965,5.693536131
Papss1,135.6754523,126.5462111,157.6616889,126.587333,136.0434521,107.8687702,158.3184453,152.4541512,121.6960491,152.8678171,113.5292697,143.146324,150.5120159,177.1502536,203.537369,167.3723154,119.2293619,143.9289799,135.9303744,116.3108095
Papss2,218.8313747,244.1447103,294.6772042,254.32546,325.153499,316.647035,352.0257196,341.4242667,352.3228276,333.6886064,305.4303578,256.2619507,293.560626,389.5292509,408.5182654,598.4828247,588.1981854,894.905358,965.1056582,665.330365
Pcbd1,3563.668937,2872.215518,2733.74107,2384.445036,2403.43432,2877.660417,2790.129778,2801.687365,2919.003137,2789.182514,2624.357247,2202.251139,2695.533375,2722.678614,3194.526224,3764.186467,4198.860695,3353.447321,3395.346566,3571.473879
Pcbd2,767.0039684,743.9383318,590.2928709,634.087459,661.8851641,694.1877306,670.5251802,706.5839102,559.9720303,552.0712022,542.0107069,596.6098539,699.0723383,706.5879435,671.2402594,856.3038156,702.4596572,574.7368109,527.2156664,716.5721902
Pck1,608.3512217,759.2772665,1886.309492,1027.658985,840.381892,1245.710314,1711.701779,1997.42325,1151.43185,727.6508092,1449.512417,1632.668912,1547.412791,1360.836039,1264.530037,3626.400167,858.4514057,667.752138,714.6053968,790.5881599
Pck2,28.44807871,33.23435847,28.15387302,21.86508479,21.22663791,40.88574353,40.04525382,33.77726703,28.93472497,39.30886724,32.96011055,38.0388833,32.3414249,47.30717001,33.20113111,49.87356873,40.73669865,47.97632663,53.40121851,63.44225975
